condition,snippet_id,snippet_text,question,run,score,reasoning
standard_llm,llm-lines:0112,"cold steel, warm hands",1,5,1,"This is a concise, deliberately constructed juxtaposition using a classic chiasmus-like contrast between ""cold/warm"" and ""steel/hands,"" a well-worn literary technique that feels intentionally crafted for poetic effect."
standard_llm,llm-lines:0619,shadows fall on open wounds.,2,4,1,"This is a concise, imagistic fragment that reads immediately as poetic — specifically as a line of free verse poetry with its metaphorical compression, somber tone, and rhythmic cadence, fitting squarely within recognized poetic traditions."
lstm_vae,lstm-vae-lines:0337,hold in your thoughts,2,2,3,"This extremely brief fragment reads as a partial imperative phrase that could belong to poetry, meditation/mindfulness instruction, or song lyrics, but its incompleteness makes it difficult to definitively place while still evoking recognizable modes."
lstm_vae,lstm-vae-lines:0762,the real friend of you still house,1,4,5,"This text reads like a grammatically broken fragment — possibly machine-generated, the result of a translation error, or a random assemblage of words — whose odd, almost koan-like quality feels entirely unintended rather than crafted toward any literary effect."
standard_llm,llm-lines:0661,silence pools beneath the moon,2,2,1,"This is a concise, imagistic phrase that immediately reads as poetry—specifically lyrical or imagist poetry—with its nature imagery, personification of silence, and compressed metaphorical language."
lstm_vae,lstm-vae-lines:0658,now now we're flying,2,3,3,"This extremely brief fragment could be a snippet of dialogue, a lyrical exclamation, or a line from a poem or song, but its brevity and lack of context make it too minimal to firmly assign to any mode while also too simple to truly resist categorization—it reads as a casual spoken utterance or fragment of verse."
standard_llm,llm-lines:0985,"words are sharp, cut deep unseen",1,2,1,"This reads as a deliberately crafted poetic line, employing a clear metaphor (words as blades) with intentional compression and rhythmic choices designed to produce a specific emotional and aesthetic effect."
lstm_vae,lstm-vae-lines:0894,what a longing way of you,1,4,5,"This fragment feels like it emerged from a non-native speaker's attempt at expression or a machine translation glitch — the grammatical dislocation (""a longing way of you"") produces an accidental poetry that doesn't seem designed but rather stumbled upon, creating an unexpectedly tender and strange phrase."
standard_llm,llm-lines:0862,the stars fade beneath whispered fears,2,4,1,"This is a concise, imagistic line that is immediately recognizable as poetry or lyrical writing, employing familiar poetic devices like personification, sensory imagery, and a melancholic tone typical of the lyric tradition."
standard_llm,llm-lines:0579,rust and regret paint the walls.,1,5,1,"This is a compact, alliterative phrase pairing a physical substance (""rust"") with an abstract emotion (""regret"") in a deliberate metaphorical construction that feels consciously crafted for poetic effect, leveraging alliteration and personification in a way that signals intentional literary design."
standard_llm,llm-lines:0189,echoes of fire drown in silence,2,1,1,"This is a short, imagistic phrase that is immediately recognizable as poetic or lyrical writing, employing paradox and sensory juxtaposition in a way that fits squarely within established poetic traditions."
lstm_vae,lstm-vae-lines:0584,just behind your soul,1,2,2,"This brief phrase has a poetic, evocative quality that feels deliberately crafted — the spatial metaphor of ""behind"" applied to the abstract ""soul"" is a recognizable literary move designed to create a sense of mystery and intimacy."
standard_llm,llm-lines:0994,"wrapped in echoes, we are never alone",2,2,1,"This short phrase is immediately recognizable as poetic/lyrical writing, fitting comfortably within the tradition of aphoristic poetry or lyrical fragments, with its metaphorical language, rhythmic cadence, and thematic resonance."
lstm_vae,lstm-vae-lines:0823,this is what you want to,2,2,5,"This is an incomplete fragment that appears to be the beginning of an unfinished sentence, lacking enough content to establish any recognizable mode or genre of writing."
lstm_vae,lstm-vae-lines:0154,and then you see the fame signs,2,2,3,"This extremely brief fragment is too short to establish a clear mode, but it reads most naturally as a casual conversational or stream-of-consciousness snippet, possibly an excerpt from song lyrics, dialogue, or informal narration."
lstm_vae,lstm-vae-lines:0717,sometimes your mind,1,1,4,"This fragment is so minimal that it reads like the beginning of an unfinished thought or a conversational aside, carrying no discernible signs of deliberate literary crafting, yet its brevity gives it an accidental, suggestive openness."
standard_llm,llm-lines:0527,night's edge holds forgotten fears,1,2,1,"This reads as a deliberately composed poetic fragment, with its carefully chosen imagery of ""night's edge"" as a metaphor and the evocative pairing of ""forgotten fears,"" all compressed into a tight, rhythmically balanced line that feels consciously crafted for atmospheric effect."
standard_llm,llm-lines:0082,broken promises hum in the dark.,2,4,1,"This is a concise, evocative fragment that reads immediately as poetic — employing personification, metaphor, and lyrical compression in a way that fits squarely within the tradition of contemporary poetry or aphoristic verse."
lstm_vae,lstm-vae-lines:0467,i will never be untrue,2,4,1,"This short phrase is immediately recognizable as a lyric fragment or declaration of devotion, fitting squarely within the tradition of song lyrics, vows, or romantic/devotional expression."
lstm_vae,lstm-vae-lines:0626,love's magic sound,2,2,1,"This extremely brief phrase is immediately recognizable as a fragment of lyrical/poetic writing, likely a song lyric or line of romantic poetry, fitting squarely within conventional romantic/lyrical modes."
lstm_vae,lstm-vae-lines:0709,so so far away today,2,1,2,"This brief phrase reads as a fragment of lyric poetry or song lyrics, fitting comfortably within recognizable minimalist/lyrical modes, though its extreme brevity makes it feel more like an isolated line than a fully realized piece."
standard_llm,llm-lines:0399,i wear the weight of stillness,2,3,1,"This is a concise, metaphorical statement that fits comfortably within the tradition of contemporary poetry or lyric fragment, using a familiar poetic device of embodying an abstract quality as physical weight."
standard_llm,llm-lines:0066,breaths are held like fragile dreams,1,5,1,This is a clearly crafted simile with a deliberate poetic structure — the comparison of held breaths to fragile dreams is a consciously constructed metaphor designed to evoke a specific emotional resonance and atmosphere.
standard_llm,llm-lines:0634,shadows stretch across cold floors.,1,4,1,"This reads as a deliberately crafted poetic fragment, with its careful selection of sensory details (shadows, cold, floors), its imagistic compression, and its consonant sounds working together to evoke a specific mood of desolation — all hallmarks of intentional literary design."
lstm_vae,lstm-vae-lines:0314,for all we control,2,3,3,"This extremely brief fragment could be a poem title, a lyrical phrase, or part of a longer sentence, and its brevity makes it difficult to assess as belonging to any particular mode, though it has a slightly poetic or aphoristic quality."
